"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2010","Portugal","Proportion of population aged 20-39 years","27.5",""
"2010","Portugal","Proportion of population aged 40-59 years","27.7",""
"2010","Portugal","Proportion of population aged 60-79 years","19.4",""
"2010","Portugal","Proportion of population aged 80 years and more","4.6",""
"2010","Romania","Median age of population","40.1",""
"2010","Romania","Proportion of population aged 0-19 years","21.4",""
"2010","Romania","Proportion of population aged 20-39 years","28.5",""
"2010","Romania","Proportion of population aged 40-59 years","27.9",""
"2010","Romania","Proportion of population aged 60-79 years","18.7",""
"2010","Romania","Proportion of population aged 80 years and more","3.6",""
"2010","Slovenia","Median age of population","41.4",""
"2010","Slovenia","Proportion of population aged 0-19 years","19.2",""
"2010","Slovenia","Proportion of population aged 20-39 years","28.7",""
"2010","Slovenia","Proportion of population aged 40-59 years","30.1",""
"2010","Slovenia","Proportion of population aged 60-79 years","18.1",""
"2010","Slovenia","Proportion of population aged 80 years and more","3.9",""
"2010","Slovakia","Median age of population","37.0",""
"2010","Slovakia","Proportion of population aged 0-19 years","22.3",""
"2010","Slovakia","Proportion of population aged 20-39 years","32.0",""
"2010","Slovakia","Proportion of population aged 40-59 years","28.0",""
"2010","Slovakia","Proportion of population aged 60-79 years","14.9",""
"2010","Slovakia","Proportion of population aged 80 years and more","2.8",""
"2010","Finland","Median age of population","42.0",""
"2010","Finland","Proportion of population aged 0-19 years","22.9",""
"2010","Finland","Proportion of population aged 20-39 years","24.6",""
"2010","Finland","Proportion of population aged 40-59 years","28.1",""
"2010","Finland","Proportion of population aged 60-79 years","19.8",""
"2010","Finland","Proportion of population aged 80 years and more","4.6",""
"2010","Sweden","Median age of population","40.7",""
"2010","Sweden","Proportion of population aged 0-19 years","23.4",""
"2010","Sweden","Proportion of population aged 20-39 years","25.6",""
"2010","Sweden","Proportion of population aged 40-59 years","26.2",""
"2010","Sweden","Proportion of population aged 60-79 years","19.5",""
"2010","Sweden","Proportion of population aged 80 years and more","5.3",""
"2010","United Kingdom","Median age of population","39.4",""
"2010","United Kingdom","Proportion of population aged 0-19 years","24.0",""
"2010","United Kingdom","Proportion of population aged 20-39 years","26.8",""
"2010","United Kingdom","Proportion of population aged 40-59 years","26.8",""
"2010","United Kingdom","Proportion of population aged 60-79 years","17.8",""
"2010","United Kingdom","Proportion of population aged 80 years and more","4.5",""
"2011","European Union (current composition)","Median age of population","41.3","b"
"2011","European Union (current composition)","Proportion of population aged 0-19 years","21.3","b"
"2011","European Union (current composition)","Proportion of population aged 20-39 years","26.7","b"
"2011","European Union (current composition)","Proportion of population aged 40-59 years","28.3","b"
"2011","European Union (current composition)","Proportion of population aged 60-79 years","18.8","b"
"2011","European Union (current composition)","Proportion of population aged 80 years and more","4.8","b"
"2011","Belgium","Median age of population","40.9","b"
"2011","Belgium","Proportion of population aged 0-19 years","22.9","b"
"2011","Belgium","Proportion of population aged 20-39 years","25.9","b"
"2011","Belgium","Proportion of population aged 40-59 years","28.2","b"
"2011","Belgium","Proportion of population aged 60-79 years","18.0","b"
"2011","Belgium","Proportion of population aged 80 years and more","5.0","b"
"2011","Bulgaria","Median age of population","42.5",""
"2011","Bulgaria","Proportion of population aged 0-19 years","18.4",""
"2011","Bulgaria","Proportion of population aged 20-39 years","28.0",""
"2011","Bulgaria","Proportion of population aged 40-59 years","27.9",""
"2011","Bulgaria","Proportion of population aged 60-79 years","21.7",""
"2011","Bulgaria","Proportion of population aged 80 years and more","4.0",""
"2011","Czech Republic","Median age of population","39.8",""
"2011","Czech Republic","Proportion of population aged 0-19 years","20.0",""
"2011","Czech Republic","Proportion of population aged 20-39 years","30.3",""
"2011","Czech Republic","Proportion of population aged 40-59 years","27.0",""
"2011","Czech Republic","Proportion of population aged 60-79 years","19.1",""
"2011","Czech Republic","Proportion of population aged 80 years and more","3.7",""
"2011","Denmark","Median age of population","40.6",""
"2011","Denmark","Proportion of population aged 0-19 years","24.3",""
"2011","Denmark","Proportion of population aged 20-39 years","24.8",""
"2011","Denmark","Proportion of population aged 40-59 years","27.5",""
"2011","Denmark","Proportion of population aged 60-79 years","19.2",""
"2011","Denmark","Proportion of population aged 80 years and more","4.1",""
"2011","Germany including former GDR","Median age of population","44.7","b"
"2011","Germany including former GDR","Proportion of population aged 0-19 years","18.6","b"
"2011","Germany including former GDR","Proportion of population aged 20-39 years","23.9","b"
"2011","Germany including former GDR","Proportion of population aged 40-59 years","31.1","b"
"2011","Germany including former GDR","Proportion of population aged 60-79 years","21.2","b"
"2011","Germany including former GDR","Proportion of population aged 80 years and more","5.2","b"
"2011","Estonia","Median age of population","40.4",""
"2011","Estonia","Proportion of population aged 0-19 years","20.9",""
"2011","Estonia","Proportion of population aged 20-39 years","28.6",""
"2011","Estonia","Proportion of population aged 40-59 years","27.1",""
"2011","Estonia","Proportion of population aged 60-79 years","19.1",""
"2011","Estonia","Proportion of population aged 80 years and more","4.3",""
"2011","Ireland","Median age of population","34.5",""
"2011","Ireland","Proportion of population aged 0-19 years","27.4",""
"2011","Ireland","Proportion of population aged 20-39 years","31.3",""
"2011","Ireland","Proportion of population aged 40-59 years","25.0",""
"2011","Ireland","Proportion of population aged 60-79 years","13.5",""
"2011","Ireland","Proportion of population aged 80 years and more","2.8",""
"2011","Greece","Median age of population","41.5",""
"2011","Greece","Proportion of population aged 0-19 years","19.8",""
"2011","Greece","Proportion of population aged 20-39 years","27.8",""
"2011","Greece","Proportion of population aged 40-59 years","27.3",""
"2011","Greece","Proportion of population aged 60-79 years","19.9",""
"2011","Greece","Proportion of population aged 80 years and more","5.2",""
"2011","Spain","Median age of population","40.3",""
"2011","Spain","Proportion of population aged 0-19 years","19.8",""
"2011","Spain","Proportion of population aged 20-39 years","29.7",""
"2011","Spain","Proportion of population aged 40-59 years","28.2",""
"2011","Spain","Proportion of population aged 60-79 years","17.3",""
"2011","Spain","Proportion of population aged 80 years and more","5.1",""
"2011","France","Median age of population","40.0",""
"2011","France","Proportion of population aged 0-19 years","24.7",""
"2011","France","Proportion of population aged 20-39 years","25.3",""
"2011","France","Proportion of population aged 40-59 years","27.0",""
"2011","France","Proportion of population aged 60-79 years","17.7",""
"2011","France","Proportion of population aged 80 years and more","5.4",""
"2011","Croatia","Median age of population","42.1",""
"2011","Croatia","Proportion of population aged 0-19 years","21.0",""
"2011","Croatia","Proportion of population aged 20-39 years","26.4",""
"2011","Croatia","Proportion of population aged 40-59 years","28.7",""
"2011","Croatia","Proportion of population aged 60-79 years","20.1",""
"2011","Croatia","Proportion of population aged 80 years and more","3.9",""
"2011","Italy","Median age of population","43.7",""
"2011","Italy","Proportion of population aged 0-19 years","18.9",""
"2011","Italy","Proportion of population aged 20-39 years","25.1",""
"2011","Italy","Proportion of population aged 40-59 years","29.1",""
"2011","Italy","Proportion of population aged 60-79 years","20.9",""
"2011","Italy","Proportion of population aged 80 years and more","6.0",""
"2011","Cyprus","Median age of population","35.7",""
"2011","Cyprus","Proportion of population aged 0-19 years","24.4",""
"2011","Cyprus","Proportion of population aged 20-39 years","31.8",""
"2011","Cyprus","Proportion of population aged 40-59 years","25.8",""
"2011","Cyprus","Proportion of population aged 60-79 years","15.2",""
"2011","Cyprus","Proportion of population aged 80 years and more","2.9",""
"2011","Latvia","Median age of population","41.4",""
"2011","Latvia","Proportion of population aged 0-19 years","20.1",""
"2011","Latvia","Proportion of population aged 20-39 years","28.0",""
"2011","Latvia","Proportion of population aged 40-59 years","27.7",""
"2011","Latvia","Proportion of population aged 60-79 years","19.8",""
"2011","Latvia","Proportion of population aged 80 years and more","4.3",""
"2011","Lithuania","Median age of population","41.1",""
"2011","Lithuania","Proportion of population aged 0-19 years","21.9",""
"2011","Lithuania","Proportion of population aged 20-39 years","26.4",""
"2011","Lithuania","Proportion of population aged 40-59 years","28.4",""
"2011","Lithuania","Proportion of population aged 60-79 years","18.8",""
"2011","Lithuania","Proportion of population aged 80 years and more","4.4",""
"2011","Luxembourg","Median age of population","39.0",""
"2011","Luxembourg","Proportion of population aged 0-19 years","23.5",""
"2011","Luxembourg","Proportion of population aged 20-39 years","28.1",""
"2011","Luxembourg","Proportion of population aged 40-59 years","29.5",""
"2011","Luxembourg","Proportion of population aged 60-79 years","15.2",""
"2011","Luxembourg","Proportion of population aged 80 years and more","3.7",""
"2011","Hungary","Median age of population","40.1",""
"2011","Hungary","Proportion of population aged 0-19 years","20.5",""
"2011","Hungary","Proportion of population aged 20-39 years","29.4",""
"2011","Hungary","Proportion of population aged 40-59 years","27.2",""
"2011","Hungary","Proportion of population aged 60-79 years","18.9",""
"2011","Hungary","Proportion of population aged 80 years and more","4.1",""
"2011","Malta","Median age of population","40.1",""
"2011","Malta","Proportion of population aged 0-19 years","21.5",""
"2011","Malta","Proportion of population aged 20-39 years","28.4",""
"2011","Malta","Proportion of population aged 40-59 years","27.0",""
"2011","Malta","Proportion of population aged 60-79 years","19.6",""
"2011","Malta","Proportion of population aged 80 years and more","3.5",""
"2011","Netherlands","Median age of population","41.0",""
"2011","Netherlands","Proportion of population aged 0-19 years","23.5",""
"2011","Netherlands","Proportion of population aged 20-39 years","25.0",""
"2011","Netherlands","Proportion of population aged 40-59 years","29.3",""
"2011","Netherlands","Proportion of population aged 60-79 years","18.2",""
"2011","Netherlands","Proportion of population aged 80 years and more","4.0",""
"2011","Austria","Median age of population","42.0",""
"2011","Austria","Proportion of population aged 0-19 years","20.6",""
"2011","Austria","Proportion of population aged 20-39 years","26.1",""
"2011","Austria","Proportion of population aged 40-59 years","29.9",""
"2011","Austria","Proportion of population aged 60-79 years","18.4",""
"2011","Austria","Proportion of population aged 80 years and more","4.9",""
"2011","Poland","Median age of population","38.2",""
"2011","Poland","Proportion of population aged 0-19 years","21.6",""
"2011","Poland","Proportion of population aged 20-39 years","30.8",""
"2011","Poland","Proportion of population aged 40-59 years","27.8",""
"2011","Poland","Proportion of population aged 60-79 years","16.3",""
"2011","Poland","Proportion of population aged 80 years and more","3.5",""
"2011","Portugal","Median age of population","41.7",""
"2011","Portugal","Proportion of population aged 0-19 years","20.5",""
"2011","Portugal","Proportion of population aged 20-39 years","27.0",""
"2011","Portugal","Proportion of population aged 40-59 years","28.0",""
"2011","Portugal","Proportion of population aged 60-79 years","19.7",""
"2011","Portugal","Proportion of population aged 80 years and more","4.9",""
"2011","Romania","Median age of population","40.1",""
"2011","Romania","Proportion of population aged 0-19 years","21.3",""
"2011","Romania","Proportion of population aged 20-39 years","28.5",""
"2011","Romania","Proportion of population aged 40-59 years","27.9",""
"2011","Romania","Proportion of population aged 60-79 years","18.7",""
"2011","Romania","Proportion of population aged 80 years and more","3.6",""
"2011","Slovenia","Median age of population","41.7",""
"2011","Slovenia","Proportion of population aged 0-19 years","19.2",""
"2011","Slovenia","Proportion of population aged 20-39 years","28.4",""
"2011","Slovenia","Proportion of population aged 40-59 years","29.9",""
"2011","Slovenia","Proportion of population aged 60-79 years","18.4",""
"2011","Slovenia","Proportion of population aged 80 years and more","4.1",""
"2011","Slovakia","Median age of population","37.4",""
"2011","Slovakia","Proportion of population aged 0-19 years","21.9",""
"2011","Slovakia","Proportion of population aged 20-39 years","32.0",""
"2011","Slovakia","Proportion of population aged 40-59 years","27.9",""
"2011","Slovakia","Proportion of population aged 60-79 years","15.4",""
"2011","Slovakia","Proportion of population aged 80 years and more","2.8",""
"2011","Finland","Median age of population","42.1",""
"2011","Finland","Proportion of population aged 0-19 years","22.7",""
"2011","Finland","Proportion of population aged 20-39 years","24.7",""
"2011","Finland","Proportion of population aged 40-59 years","27.6",""
"2011","Finland","Proportion of population aged 60-79 years","20.2",""
"2011","Finland","Proportion of population aged 80 years and more","4.8",""
"2011","Sweden","Median age of population","40.8",""
"2011","Sweden","Proportion of population aged 0-19 years","23.2",""
"2011","Sweden","Proportion of population aged 20-39 years","25.8",""
"2011","Sweden","Proportion of population aged 40-59 years","26.0",""
"2011","Sweden","Proportion of population aged 60-79 years","19.7",""
"2011","Sweden","Proportion of population aged 80 years and more","5.3",""
"2011","United Kingdom","Median age of population","39.5",""
"2011","United Kingdom","Proportion of population aged 0-19 years","23.9",""
"2011","United Kingdom","Proportion of population aged 20-39 years","26.8",""
"2011","United Kingdom","Proportion of population aged 40-59 years","26.9",""
"2011","United Kingdom","Proportion of population aged 60-79 years","17.9",""
"2011","United Kingdom","Proportion of population aged 80 years and more","4.6",""
"2012","European Union (current composition)","Median age of population","41.6","b"
"2012","European Union (current composition)","Proportion of population aged 0-19 years","21.2","b"
"2012","European Union (current composition)","Proportion of population aged 20-39 years","26.5","b"
"2012","European Union (current composition)","Proportion of population aged 40-59 years","28.4","b"
"2012","European Union (current composition)","Proportion of population aged 60-79 years","19.0","b"
"2012","European Union (current composition)","Proportion of population aged 80 years and more","4.9","b"
"2012","Belgium","Median age of population","41.0",""
"2012","Belgium","Proportion of population aged 0-19 years","22.8",""
"2012","Belgium","Proportion of population aged 20-39 years","25.8",""
"2012","Belgium","Proportion of population aged 40-59 years","28.2",""
"2012","Belgium","Proportion of population aged 60-79 years","18.1",""
"2012","Belgium","Proportion of population aged 80 years and more","5.2",""
"2012","Bulgaria","Median age of population","42.7",""
"2012","Bulgaria","Proportion of population aged 0-19 years","18.3",""
"2012","Bulgaria","Proportion of population aged 20-39 years","27.8",""
"2012","Bulgaria","Proportion of population aged 40-59 years","27.9",""
"2012","Bulgaria","Proportion of population aged 60-79 years","21.9",""
"2012","Bulgaria","Proportion of population aged 80 years and more","4.1",""
"2012","Czech Republic","Median age of population","40.1",""
"2012","Czech Republic","Proportion of population aged 0-19 years","19.8",""
"2012","Czech Republic","Proportion of population aged 20-39 years","30.1",""
"2012","Czech Republic","Proportion of population aged 40-59 years","26.8",""
"2012","Czech Republic","Proportion of population aged 60-79 years","19.5",""
"2012","Czech Republic","Proportion of population aged 80 years and more","3.8",""
"2012","Denmark","Median age of population","40.8",""
"2012","Denmark","Proportion of population aged 0-19 years","24.1",""
"2012","Denmark","Proportion of population aged 20-39 years","24.7",""
"2012","Denmark","Proportion of population aged 40-59 years","27.5",""
"2012","Denmark","Proportion of population aged 60-79 years","19.5",""
"2012","Denmark","Proportion of population aged 80 years and more","4.1",""
"2012","Germany including former GDR","Median age of population","45.0",""
"2012","Germany including former GDR","Proportion of population aged 0-19 years","18.4",""
"2012","Germany including former GDR","Proportion of population aged 20-39 years","23.8",""
"2012","Germany including former GDR","Proportion of population aged 40-59 years","31.1",""
"2012","Germany including former GDR","Proportion of population aged 60-79 years","21.4",""
"2012","Germany including former GDR","Proportion of population aged 80 years and more","5.3",""
"2012","Estonia","Median age of population","40.7",""
"2012","Estonia","Proportion of population aged 0-19 years","20.7",""
"2012","Estonia","Proportion of population aged 20-39 years","28.3",""
"2012","Estonia","Proportion of population aged 40-59 years","27.1",""
"2012","Estonia","Proportion of population aged 60-79 years","19.3",""
"2012","Estonia","Proportion of population aged 80 years and more","4.5",""
"2012","Ireland","Median age of population","35.0",""
"2012","Ireland","Proportion of population aged 0-19 years","27.6",""
"2012","Ireland","Proportion of population aged 20-39 years","30.3",""
"2012","Ireland","Proportion of population aged 40-59 years","25.4",""
"2012","Ireland","Proportion of population aged 60-79 years","13.8",""
"2012","Ireland","Proportion of population aged 80 years and more","2.9",""
"2012","Greece","Median age of population","42.0",""
"2012","Greece","Proportion of population aged 0-19 years","19.7",""
"2012","Greece","Proportion of population aged 20-39 years","27.3",""
"2012","Greece","Proportion of population aged 40-59 years","27.6",""
"2012","Greece","Proportion of population aged 60-79 years","20.0",""
"2012","Greece","Proportion of population aged 80 years and more","5.4",""
"2012","Spain","Median age of population","40.8",""
"2012","Spain","Proportion of population aged 0-19 years","19.8",""
"2012","Spain","Proportion of population aged 20-39 years","28.9",""
"2012","Spain","Proportion of population aged 40-59 years","28.7",""
"2012","Spain","Proportion of population aged 60-79 years","17.4",""
"2012","Spain","Proportion of population aged 80 years and more","5.3",""
"2012","France","Median age of population","40.3","b"
"2012","France","Proportion of population aged 0-19 years","24.6","b"
"2012","France","Proportion of population aged 20-39 years","25.0","b"
"2012","France","Proportion of population aged 40-59 years","27.0","b"
"2012","France","Proportion of population aged 60-79 years","18.0","b"
"2012","France","Proportion of population aged 80 years and more","5.5","b"
"2012","Croatia","Median age of population","42.2",""
"2012","Croatia","Proportion of population aged 0-19 years","20.8",""
"2012","Croatia","Proportion of population aged 20-39 years","26.3",""
"2012","Croatia","Proportion of population aged 40-59 years","28.6",""
"2012","Croatia","Proportion of population aged 60-79 years","20.2",""
"2012","Croatia","Proportion of population aged 80 years and more","4.1",""
"2012","Italy","Median age of population","44.0",""
"2012","Italy","Proportion of population aged 0-19 years","18.8",""
"2012","Italy","Proportion of population aged 20-39 years","24.8",""
"2012","Italy","Proportion of population aged 40-59 years","29.3",""
"2012","Italy","Proportion of population aged 60-79 years","20.9",""
"2012","Italy","Proportion of population aged 80 years and more","6.2",""
"2012","Cyprus","Median age of population","35.8",""
"2012","Cyprus","Proportion of population aged 0-19 years","23.7",""
"2012","Cyprus","Proportion of population aged 20-39 years","32.4",""
"2012","Cyprus","Proportion of population aged 40-59 years","25.7",""
"2012","Cyprus","Proportion of population aged 60-79 years","15.4",""
"2012","Cyprus","Proportion of population aged 80 years and more","2.9",""
"2012","Latvia","Median age of population","41.8",""
"2012","Latvia","Proportion of population aged 0-19 years","19.7",""
"2012","Latvia","Proportion of population aged 20-39 years","27.8",""
"2012","Latvia","Proportion of population aged 40-59 years","27.9",""
"2012","Latvia","Proportion of population aged 60-79 years","20.1",""
"2012","Latvia","Proportion of population aged 80 years and more","4.5",""
"2012","Lithuania","Median age of population","41.7",""
"2012","Lithuania","Proportion of population aged 0-19 years","21.5",""
"2012","Lithuania","Proportion of population aged 20-39 years","26.1",""
"2012","Lithuania","Proportion of population aged 40-59 years","28.7",""
"2012","Lithuania","Proportion of population aged 60-79 years","19.1",""
"2012","Lithuania","Proportion of population aged 80 years and more","4.6",""
"2012","Luxembourg","Median age of population","39.1","b"
"2012","Luxembourg","Proportion of population aged 0-19 years","23.2","b"
"2012","Luxembourg","Proportion of population aged 20-39 years","28.3","b"
"2012","Luxembourg","Proportion of population aged 40-59 years","29.6","b"
"2012","Luxembourg","Proportion of population aged 60-79 years","15.1","b"
"2012","Luxembourg","Proportion of population aged 80 years and more","3.9","b"
"2012","Hungary","Median age of population","40.8","b"
"2012","Hungary","Proportion of population aged 0-19 years","20.4","b"
"2012","Hungary","Proportion of population aged 20-39 years","28.4","b"
"2012","Hungary","Proportion of population aged 40-59 years","27.7","b"
"2012","Hungary","Proportion of population aged 60-79 years","19.5","b"
"2012","Hungary","Proportion of population aged 80 years and more","4.0","b"
"2012","Malta","Median age of population","40.4",""
"2012","Malta","Proportion of population aged 0-19 years","21.0",""
"2012","Malta","Proportion of population aged 20-39 years","28.4",""
"2012","Malta","Proportion of population aged 40-59 years","26.8",""
"2012","Malta","Proportion of population aged 60-79 years","20.1",""
"2012","Malta","Proportion of population aged 80 years and more","3.6",""
"2012","Netherlands","Median age of population","41.3",""
"2012","Netherlands","Proportion of population aged 0-19 years","23.3",""
"2012","Netherlands","Proportion of population aged 20-39 years","24.8",""
"2012","Netherlands","Proportion of population aged 40-59 years","29.3",""
"2012","Netherlands","Proportion of population aged 60-79 years","18.5",""
"2012","Netherlands","Proportion of population aged 80 years and more","4.1",""
"2012","Austria","Median age of population","42.4",""
"2012","Austria","Proportion of population aged 0-19 years","20.4",""
"2012","Austria","Proportion of population aged 20-39 years","26.0",""
"2012","Austria","Proportion of population aged 40-59 years","30.1",""
"2012","Austria","Proportion of population aged 60-79 years","18.5",""
"2012","Austria","Proportion of population aged 80 years and more","5.0",""
"2012","Poland","Median age of population","38.5",""
"2012","Poland","Proportion of population aged 0-19 years","21.2",""
"2012","Poland","Proportion of population aged 20-39 years","30.9",""
"2012","Poland","Proportion of population aged 40-59 years","27.5",""
"2012","Poland","Proportion of population aged 60-79 years","16.8",""
"2012","Poland","Proportion of population aged 80 years and more","3.6",""
"2012","Portugal","Median age of population","42.1",""
"2012","Portugal","Proportion of population aged 0-19 years","20.2",""
"2012","Portugal","Proportion of population aged 20-39 years","26.5",""
"2012","Portugal","Proportion of population aged 40-59 years","28.2",""
"2012","Portugal","Proportion of population aged 60-79 years","19.9",""
"2012","Portugal","Proportion of population aged 80 years and more","5.1",""
"2012","Romania","Median age of population","40.2",""
"2012","Romania","Proportion of population aged 0-19 years","21.3",""
"2012","Romania","Proportion of population aged 20-39 years","28.4",""
"2012","Romania","Proportion of population aged 40-59 years","27.9",""
"2012","Romania","Proportion of population aged 60-79 years","18.8",""
"2012","Romania","Proportion of population aged 80 years and more","3.6",""
"2012","Slovenia","Median age of population","42.0",""
"2012","Slovenia","Proportion of population aged 0-19 years","19.2",""
"2012","Slovenia","Proportion of population aged 20-39 years","28.0",""
"2012","Slovenia","Proportion of population aged 40-59 years","29.7",""
"2012","Slovenia","Proportion of population aged 60-79 years","18.8",""
"2012","Slovenia","Proportion of population aged 80 years and more","4.3",""
"2012","Slovakia","Median age of population","37.7",""
"2012","Slovakia","Proportion of population aged 0-19 years","21.5",""
"2012","Slovakia","Proportion of population aged 20-39 years","32.0",""
"2012","Slovakia","Proportion of population aged 40-59 years","27.7",""
"2012","Slovakia","Proportion of population aged 60-79 years","15.9",""
"2012","Slovakia","Proportion of population aged 80 years and more","2.9",""
"2012","Finland","Median age of population","42.2",""
"2012","Finland","Proportion of population aged 0-19 years","22.5",""
"2012","Finland","Proportion of population aged 20-39 years","24.8",""
"2012","Finland","Proportion of population aged 40-59 years","27.2",""
"2012","Finland","Proportion of population aged 60-79 years","20.6",""
"2012","Finland","Proportion of population aged 80 years and more","4.9",""
"2012","Sweden","Median age of population","40.8",""
"2012","Sweden","Proportion of population aged 0-19 years","23.0",""
"2012","Sweden","Proportion of population aged 20-39 years","25.9",""
"2012","Sweden","Proportion of population aged 40-59 years","26.0",""
"2012","Sweden","Proportion of population aged 60-79 years","19.9",""
"2012","Sweden","Proportion of population aged 80 years and more","5.3",""
"2012","United Kingdom","Median age of population","39.7",""
"2012","United Kingdom","Proportion of population aged 0-19 years","23.8",""
"2012","United Kingdom","Proportion of population aged 20-39 years","26.7",""
"2012","United Kingdom","Proportion of population aged 40-59 years","26.9",""
"2012","United Kingdom","Proportion of population aged 60-79 years","18.0",""
"2012","United Kingdom","Proportion of population aged 80 years and more","4.6",""
"2013","European Union (current composition)","Median age of population","41.9",""
"2013","European Union (current composition)","Proportion of population aged 0-19 years","21.1",""
"2013","European Union (current composition)","Proportion of population aged 20-39 years","26.2",""
"2013","European Union (current composition)","Proportion of population aged 40-59 years","28.4",""
"2013","European Union (current composition)","Proportion of population aged 60-79 years","19.3",""
"2013","European Union (current composition)","Proportion of population aged 80 years and more","5.0",""
"2013","Belgium","Median age of population","41.1",""
"2013","Belgium","Proportion of population aged 0-19 years","22.7",""
"2013","Belgium","Proportion of population aged 20-39 years","25.8",""
"2013","Belgium","Proportion of population aged 40-59 years","28.1",""
"2013","Belgium","Proportion of population aged 60-79 years","18.2",""
"2013","Belgium","Proportion of population aged 80 years and more","5.3",""
"2013","Bulgaria","Median age of population","42.9",""
"2013","Bulgaria","Proportion of population aged 0-19 years","18.2",""
"2013","Bulgaria","Proportion of population aged 20-39 years","27.6",""
"2013","Bulgaria","Proportion of population aged 40-59 years","27.8",""
"2013","Bulgaria","Proportion of population aged 60-79 years","22.1",""
"2013","Bulgaria","Proportion of population aged 80 years and more","4.3",""
"2013","Czech Republic","Median age of population","40.4",""
"2013","Czech Republic","Proportion of population aged 0-19 years","19.7",""
"2013","Czech Republic","Proportion of population aged 20-39 years","29.7",""
"2013","Czech Republic","Proportion of population aged 40-59 years","26.8",""
"2013","Czech Republic","Proportion of population aged 60-79 years","19.9",""
"2013","Czech Republic","Proportion of population aged 80 years and more","3.9",""
"2013","Denmark","Median age of population","41.0",""
"2013","Denmark","Proportion of population aged 0-19 years","23.8",""
"2013","Denmark","Proportion of population aged 20-39 years","24.7",""
"2013","Denmark","Proportion of population aged 40-59 years","27.6",""
"2013","Denmark","Proportion of population aged 60-79 years","19.8",""
"2013","Denmark","Proportion of population aged 80 years and more","4.2",""
"2013","Germany including former GDR","Median age of population","45.3",""
"2013","Germany including former GDR","Proportion of population aged 0-19 years","18.3",""
"2013","Germany including former GDR","Proportion of population aged 20-39 years","23.9",""
"2013","Germany including former GDR","Proportion of population aged 40-59 years","30.9",""
"2013","Germany including former GDR","Proportion of population aged 60-79 years","21.6",""
"2013","Germany including former GDR","Proportion of population aged 80 years and more","5.4",""
"2013","Estonia","Median age of population","41.0",""
"2013","Estonia","Proportion of population aged 0-19 years","20.5",""
"2013","Estonia","Proportion of population aged 20-39 years","28.1",""
"2013","Estonia","Proportion of population aged 40-59 years","27.2",""
"2013","Estonia","Proportion of population aged 60-79 years","19.5",""
"2013","Estonia","Proportion of population aged 80 years and more","4.7",""
"2013","Ireland","Median age of population","35.5",""
"2013","Ireland","Proportion of population aged 0-19 years","27.9",""
"2013","Ireland","Proportion of population aged 20-39 years","29.2",""
"2013","Ireland","Proportion of population aged 40-59 years","25.8",""
"2013","Ireland","Proportion of population aged 60-79 years","14.2",""
"2013","Ireland","Proportion of population aged 80 years and more","2.9",""
"2013","Greece","Median age of population","42.5",""
"2013","Greece","Proportion of population aged 0-19 years","19.6",""
"2013","Greece","Proportion of population aged 20-39 years","26.6",""
"2013","Greece","Proportion of population aged 40-59 years","27.9",""
"2013","Greece","Proportion of population aged 60-79 years","20.1",""
"2013","Greece","Proportion of population aged 80 years and more","5.7",""
"2013","Spain","Median age of population","41.3",""
"2013","Spain","Proportion of population aged 0-19 years","19.8",""
"2013","Spain","Proportion of population aged 20-39 years","28.0",""
"2013","Spain","Proportion of population aged 40-59 years","29.1",""
"2013","Spain","Proportion of population aged 60-79 years","17.6",""
"2013","Spain","Proportion of population aged 80 years and more","5.5",""
"2013","France","Median age of population","40.5",""
"2013","France","Proportion of population aged 0-19 years","24.5",""
"2013","France","Proportion of population aged 20-39 years","24.7",""
"2013","France","Proportion of population aged 40-59 years","26.9",""
"2013","France","Proportion of population aged 60-79 years","18.2",""
"2013","France","Proportion of population aged 80 years and more","5.6",""
"2013","Croatia","Median age of population","42.4",""
"2013","Croatia","Proportion of population aged 0-19 years","20.7",""
"2013","Croatia","Proportion of population aged 20-39 years","26.2",""
"2013","Croatia","Proportion of population aged 40-59 years","28.4",""
"2013","Croatia","Proportion of population aged 60-79 years","20.4",""
"2013","Croatia","Proportion of population aged 80 years and more","4.3",""
"2013","Italy","Median age of population","44.4",""
"2013","Italy","Proportion of population aged 0-19 years","18.7",""
"2013","Italy","Proportion of population aged 20-39 years","24.3",""
"2013","Italy","Proportion of population aged 40-59 years","29.7",""
"2013","Italy","Proportion of population aged 60-79 years","21.0",""
"2013","Italy","Proportion of population aged 80 years and more","6.3",""
"2013","Cyprus","Median age of population","36.2",""
"2013","Cyprus","Proportion of population aged 0-19 years","23.1",""
"2013","Cyprus","Proportion of population aged 20-39 years","32.3",""
"2013","Cyprus","Proportion of population aged 40-59 years","25.9",""
"2013","Cyprus","Proportion of population aged 60-79 years","15.7",""
"2013","Cyprus","Proportion of population aged 80 years and more","2.9",""
"2013","Latvia","Median age of population","42.1",""
"2013","Latvia","Proportion of population aged 0-19 years","19.4",""
"2013","Latvia","Proportion of population aged 20-39 years","27.7",""
"2013","Latvia","Proportion of population aged 40-59 years","28.1",""
"2013","Latvia","Proportion of population aged 60-79 years","20.2",""
"2013","Latvia","Proportion of population aged 80 years and more","4.7",""
"2013","Lithuania","Median age of population","42.1",""
"2013","Lithuania","Proportion of population aged 0-19 years","21.0",""
"2013","Lithuania","Proportion of population aged 20-39 years","26.1",""
"2013","Lithuania","Proportion of population aged 40-59 years","28.9",""
